ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
20328,15000.00,14993.57,0.18,60 months,debt_consolidation,0.14,CA,RENT,2916.67,705-709,4.00,12786.00,0.00,< 1 year
87110,15000.00,15000.00,0.06,36 months,debt_consolidation,0.09,MA,MORTGAGE,12000,800-804,17.00,13151.00,0.00,2 years
12429,10000.00,10000.00,0.17,60 months,debt_consolidation,0.13,MA,RENT,4417,680-684,9.00,6630.00,2.00,3 years
4799,17000.00,15865.55,0.11,36 months,debt_consolidation,0.07,AZ,MORTGAGE,6333.33,760-764,7.00,6542.00,1.00,7 years
2074,15000.00,10150.07,0.16,36 months,other,0.03,IL,OWN,2500,680-684,6.00,3004.00,2.00,1 year
3025,12000.00,7595.31,0.12,36 months,small_business,0.11,CT,RENT,3333.33,715-719,7.00,17495.00,0.00,1 year
78602,15000.00,15000.00,0.08,36 months,debt_consolidation,0.19,PA,MORTGAGE,4500,740-744,10.00,17212.00,0.00,7 years
90988,6000.00,6000.00,0.09,36 months,credit_card,0.25,CA,RENT,6666.67,685-689,22.00,6462.00,0.00,2 years
62089,7000.00,7000.00,0.18,36 months,debt_consolidation,0.18,WV,RENT,4750,665-669,11.00,12307.00,1.00,< 1 year
15120,25000.00,15051.09,0.13,60 months,debt_consolidation,0.20,TX,MORTGAGE,6666.67,735-739,11.00,33084.00,0.00,10+ years
18452,4000.00,4000.00,0.06,36 months,home_improvement,0.15,CT,RENT,4234,745-749,5.00,587.00,1.00,2 years
16291,8000.00,7900.00,0.16,60 months,debt_consolidation,0.20,NY,RENT,4500,665-669,10.00,2786.00,1.00,5 years
37504,7800.00,7800.00,0.11,36 months,debt_consolidation,0.07,CO,MORTGAGE,4000,720-724,6.00,11063.00,2.00,9 years
101403,25000.00,25000.00,0.19,60 months,credit_card,0.28,VA,RENT,5833.33,690-694,20.00,33127.00,0.00,1 year
92367,27575.00,27575.00,0.17,60 months,debt_consolidation,0.18,WA,MORTGAGE,7833.33,680-684,20.00,28055.00,2.00,7 years
26312,12000.00,12000.00,0.08,36 months,credit_card,0.05,CA,RENT,3500,725-729,16.00,6015.00,1.00,< 1 year
65280,4000.00,4000.00,0.13,36 months,credit_card,0.12,NY,RENT,5416.67,685-689,12.00,6616.00,1.00,1 year
80138,3000.00,2950.00,0.11,36 months,major_purchase,0.28,VA,MORTGAGE,4333.33,715-719,6.00,6346.00,0.00,5 years
22858,8400.00,8400.00,0.07,36 months,renewable_energy,0.13,MD,RENT,3000,745-749,9.00,6998.00,1.00,1 year
19675,4500.00,4500.00,0.13,36 months,car,0.01,CA,RENT,11500,670-674,5.00,1847.00,1.00,1 year
54274,8000.00,8000.00,0.12,36 months,home_improvement,0.08,NJ,MORTGAGE,4166.67,705-709,6.00,7419.00,1.00,n/a
72532,9000.00,9000.00,0.13,36 months,wedding,0.25,CA,MORTGAGE,5000,700-704,12.00,4621.00,3.00,6 years
37814,9425.00,9425.00,0.13,36 months,credit_card,0.16,CA,RENT,3750,670-674,12.00,15116.00,0.00,8 years
68301,3600.00,3600.00,0.20,60 months,car,0.22,KS,MORTGAGE,3200,680-684,13.00,11702.00,0.00,< 1 year
72589,14400.00,14400.00,0.13,36 months,credit_card,0.11,CA,RENT,5000,680-684,13.00,19772.00,0.00,8 years
85893,13500.00,13500.00,0.14,.,debt_consolidation,0.32,WV,RENT,4166.67,680-684,11.00,31168.00,0.00,1 year
62203,12000.00,12000.00,0.18,36 months,debt_consolidation,0.10,NY,MORTGAGE,7500,665-669,11.00,15866.00,0.00,7 years
83155,8000.00,8000.00,0.14,36 months,other,0.12,MD,RENT,3941.58,670-674,15.00,9660.00,0.00,2 years
66437,9325.00,9300.00,0.14,36 months,debt_consolidation,0.21,DC,RENT,3333.33,695-699,10.00,27007.00,1.00,< 1 year
16057,12000.00,11975.00,0.14,60 months,debt_consolidation,0.21,CA,MORTGAGE,5916.67,690-694,11.00,8244.00,0.00,7 years
91596,18000.00,18000.00,0.09,60 months,debt_consolidation,0.05,OK,MORTGAGE,8333.33,755-759,8.00,5211.00,1.00,6 years
73863,4000.00,4000.00,0.06,36 months,car,0.34,NA,MORTGAGE,NA,800-804,19.00,55123.00,1.00,10+ years
64419,16075.00,16075.00,0.16,36 months,debt_consolidation,0.18,KS,MORTGAGE,4125,695-699,7.00,15781.00,1.00,2 years
101061,10000.00,10000.00,0.14,36 months,debt_consolidation,0.17,AZ,MORTGAGE,10416.67,670-674,12.00,12492.00,4.00,10+ years
91738,16000.00,16000.00,0.13,60 months,debt_consolidation,0.15,OK,MORTGAGE,7916.67,695-699,9.00,22918.00,2.00,10+ years
2577,6000.00,5975.00,0.08,36 months,wedding,0.01,NY,RENT,5000,765-769,6.00,7161.00,0.00,3 years
20690,4200.00,4200.00,0.07,36 months,debt_consolidation,0.07,IL,RENT,5133.33,765-769,4.00,5475.00,1.00,4 years
92344,8000.00,8000.00,0.14,36 months,credit_card,0.16,OK,RENT,4166.67,675-679,12.00,16838.00,0.00,5 years
48620,20125.00,20125.00,0.15,36 months,debt_consolidation,0.18,FL,MORTGAGE,10353.33,695-699,11.00,23698.00,1.00,7 years
15427,7500.00,7500.00,0.16,36 months,debt_consolidation,0.13,CA,MORTGAGE,4600,665-669,3.00,6120.00,0.00,2 years
96479,16000.00,16000.00,0.17,60 months,debt_consolidation,0.08,NY,RENT,4666.67,695-699,9.00,15200.00,0.00,10+ years
60684,8875.00,8875.00,0.11,36 months,debt_consolidation,0.32,TX,RENT,2160,700-704,19.00,17422.00,0.00,10+ years
28305,5000.00,5000.00,0.17,60 months,car,0.17,PA,RENT,2400,670-674,6.00,2023.00,1.00,3 years
47468,10000.00,10000.00,0.12,36 months,debt_consolidation,0.06,NJ,OWN,5000,700-704,5.00,10752.00,0.00,4 years
82294,20000.00,19975.00,0.16,36 months,debt_consolidation,0.12,CA,RENT,9166.67,685-689,10.00,12421.00,3.00,< 1 year
2791,3600.00,3575.00,0.14,36 months,small_business,0.00,WI,RENT,2500,725-729,4.00,1.00,0.00,3 years
90687,20000.00,20000.00,0.13,60 months,debt_consolidation,0.18,MN,MORTGAGE,4853.33,720-724,12.00,1207.00,0.00,8 years
92975,11575.00,11575.00,0.13,60 months,debt_consolidation,0.18,NY,MORTGAGE,3750,725-729,12.00,18790.00,1.00,10+ years
75518,14500.00,14500.00,0.14,36 months,debt_consolidation,0.18,CA,RENT,3500,680-684,7.00,10846.00,0.00,6 years
48980,5000.00,5000.00,0.08,36 months,home_improvement,0.27,LA,MORTGAGE,3333.33,720-724,16.00,11746.00,0.00,8 years
48342,12000.00,12000.00,0.15,36 months,debt_consolidation,0.18,TX,MORTGAGE,3333.33,675-679,12.00,6209.00,1.00,7 years
101891,21000.00,6165.31,0.11,36 months,home_improvement,0.21,CA,OWN,18333.33,745-749,31.00,270800.00,5.00,2 years
89677,10000.00,10000.00,0.15,36 months,credit_card,0.26,WA,MORTGAGE,5416.67,675-679,12.00,7161.00,3.00,n/a
46841,24000.00,24000.00,0.08,36 months,debt_consolidation,0.21,TX,MORTGAGE,10166.67,750-754,15.00,29523.00,1.00,2 years
46337,20000.00,20000.00,0.18,60 months,credit_card,0.13,PA,OWN,6666.67,695-699,17.00,8039.00,1.00,6 years
19091,12000.00,11975.00,0.11,60 months,debt_consolidation,0.18,VA,RENT,3500,715-719,11.00,18808.00,0.00,5 years
4921,2800.00,2800.00,0.07,36 months,educational,0.08,MD,MORTGAGE,4158,805-809,12.00,562.00,0.00,8 years
103140,14400.00,14400.00,0.14,36 months,debt_consolidation,0.24,PA,MORTGAGE,5833.33,685-689,9.00,25515.00,5.00,8 years
43936,16500.00,16500.00,0.12,36 months,credit_card,0.11,CT,MORTGAGE,7250,725-729,8.00,17247.00,2.00,10+ years
77444,9500.00,9500.00,0.09,36 months,debt_consolidation,0.28,CO,OWN,5000,735-739,4.00,18393.00,1.00,6 years
70210,11200.00,11200.00,0.16,36 months,debt_consolidation,0.12,FL,RENT,2666.67,675-679,9.00,5666.00,1.00,10+ years
17832,9200.00,9200.00,0.13,36 months,debt_consolidation,0.15,WI,MORTGAGE,12833.33,675-679,12.00,17391.00,0.00,2 years
51525,4950.00,4950.00,0.14,36 months,debt_consolidation,0.14,CA,MORTGAGE,4166.67,665-669,15.00,8379.00,0.00,5 years
69651,21000.00,21000.00,0.25,60 months,credit_card,0.26,AK,RENT,9166.67,675-679,25.00,17811.00,1.00,5 years
103224,5000.00,5000.00,0.15,36 months,other,0.06,CA,RENT,3083.33,665-669,8.00,4680.00,4.00,5 years
49409,20000.00,19975.00,0.16,60 months,debt_consolidation,0.24,MD,MORTGAGE,7416.67,705-709,11.00,14944.00,1.00,3 years
5299,19000.00,18975.00,0.11,36 months,debt_consolidation,0.20,CA,RENT,4548.83,775-779,12.00,33809.00,1.00,5 years
62644,12000.00,12000.00,0.18,36 months,debt_consolidation,0.24,MI,OWN,3333.33,665-669,12.00,16984.00,0.00,10+ years
58987,20950.00,20950.00,0.14,60 months,major_purchase,0.09,IL,RENT,6666.67,745-749,7.00,5680.00,1.00,1 year
22790,21000.00,21000.00,0.11,36 months,small_business,0.17,NY,MORTGAGE,18750,700-704,13.00,120538.00,0.00,10+ years
15949,4000.00,4000.00,0.12,60 months,other,0.03,CO,MORTGAGE,9417,705-709,5.00,13865.00,0.00,5 years
14193,12800.00,12800.00,0.11,60 months,debt_consolidation,0.07,CT,MORTGAGE,4166.67,725-729,7.00,11992.00,1.00,1 year
50398,20000.00,19975.00,0.16,36 months,debt_consolidation,0.21,CO,RENT,5000,680-684,12.00,24352.00,1.00,< 1 year
95096,7925.00,7925.00,0.16,36 months,debt_consolidation,0.21,GA,RENT,2000,665-669,6.00,7840.00,0.00,6 years
98758,15000.00,15000.00,0.10,36 months,credit_card,0.28,OH,MORTGAGE,6666.67,690-694,15.00,14880.00,0.00,10+ years
28976,15000.00,15000.00,0.16,36 months,debt_consolidation,0.08,VA,RENT,4583,675-679,10.00,15821.00,0.00,2 years
32684,5600.00,5600.00,0.13,36 months,debt_consolidation,0.18,NY,RENT,2870.33,690-694,6.00,5033.00,2.00,5 years
23735,30000.00,29950.00,0.17,60 months,debt_consolidation,0.19,NY,MORTGAGE,9250,705-709,15.00,45880.00,1.00,8 years
72931,10000.00,10000.00,0.11,36 months,credit_card,0.26,CA,RENT,2833.33,700-704,8.00,6521.00,0.00,7 years
40381,5800.00,5800.00,0.06,36 months,credit_card,0.07,MA,RENT,5208.33,760-764,7.00,4965.00,0.00,4 years
61873,11575.00,11575.00,0.08,36 months,debt_consolidation,0.17,TX,MORTGAGE,2833.33,730-734,8.00,5654.00,0.00,10+ years
86532,7000.00,7000.00,0.08,36 months,credit_card,0.01,FL,RENT,12500,725-729,4.00,5093.00,0.00,7 years
45115,1700.00,1700.00,0.14,36 months,car,0.21,NY,OWN,1200,675-679,10.00,7382.00,0.00,4 years
41626,8400.00,8350.00,0.06,36 months,medical,0.15,WA,MORTGAGE,3200,760-764,6.00,10576.00,0.00,n/a
81759,14000.00,14000.00,0.12,36 months,debt_consolidation,0.11,NY,MORTGAGE,4500,705-709,22.00,18583.00,0.00,5 years
83704,12000.00,12000.00,0.11,36 months,other,0.08,VA,RENT,6666.67,720-724,11.00,4428.00,2.00,9 years
100221,30000.00,29950.00,0.20,60 months,debt_consolidation,0.22,CT,RENT,10416.67,685-689,11.00,61661.00,1.00,7 years
26354,11200.00,11200.00,0.08,36 months,debt_consolidation,0.13,GA,MORTGAGE,8500,720-724,9.00,5439.00,1.00,3 years
78288,10000.00,10000.00,0.12,36 months,debt_consolidation,0.20,CA,RENT,3640,695-699,11.00,13124.00,0.00,10+ years
76503,17475.00,17475.00,0.19,60 months,debt_consolidation,0.23,IL,MORTGAGE,4583.33,685-689,13.00,15852.00,3.00,10+ years
57551,16500.00,16500.00,0.08,36 months,debt_consolidation,0.27,NY,RENT,4583.33,760-764,11.00,8176.00,1.00,1 year
53112,7500.00,7500.00,0.14,36 months,credit_card,0.16,WV,RENT,4833.33,700-704,8.00,3908.00,2.00,5 years
6717,8000.00,7875.00,0.11,36 months,other,0.15,FL,OWN,3833.33,735-739,4.00,13415.00,0.00,6 years
4545,6000.00,6000.00,0.13,36 months,credit_card,0.23,PA,RENT,2916.67,685-689,11.00,3334.00,0.00,2 years
31343,9800.00,9775.00,0.06,36 months,debt_consolidation,0.14,AL,MORTGAGE,6666.67,765-769,5.00,11466.00,0.00,3 years
59083,12000.00,12000.00,0.15,36 months,debt_consolidation,0.11,AR,RENT,8333.33,685-689,14.00,19696.00,2.00,6 years
13413,25000.00,15600.00,0.18,60 months,small_business,0.20,CA,RENT,5416.67,690-694,13.00,24810.00,0.00,10+ years
17217,19000.00,18898.03,0.16,60 months,debt_consolidation,0.22,NY,RENT,4333.33,700-704,5.00,23016.00,1.00,2 years
2834,7200.00,4167.97,0.14,36 months,other,0.14,PA,OWN,3583,700-704,3.00,1621.00,1.00,1 year
74496,3000.00,2950.00,0.09,36 months,home_improvement,0.17,NY,MORTGAGE,4166.67,725-729,4.00,8082.00,0.00,3 years
62353,9000.00,8975.00,0.09,36 months,debt_consolidation,0.07,CA,RENT,12500,730-734,4.00,12964.00,0.00,5 years
61831,8000.00,7975.00,0.06,36 months,home_improvement,0.18,NY,MORTGAGE,4250,755-759,10.00,4455.00,0.00,6 years
84265,20000.00,20000.00,0.23,60 months,debt_consolidation,0.07,NJ,RENT,6750,665-669,6.00,16104.00,1.00,7 years
54017,7000.00,7000.00,0.13,36 months,medical,0.22,IL,MORTGAGE,5833.33,685-689,7.00,28985.00,1.00,5 years
40866,14000.00,14000.00,0.11,36 months,debt_consolidation,0.25,WA,RENT,3200,720-724,7.00,21214.00,1.00,5 years
51833,4200.00,4200.00,0.09,36 months,debt_consolidation,0.10,CA,MORTGAGE,2254,700-704,7.00,4490.00,0.00,n/a
62824,10375.00,10375.00,0.14,36 months,debt_consolidation,0.26,MD,RENT,2479.17,680-684,6.00,13411.00,0.00,5 years
48624,13100.00,13100.00,0.19,36 months,debt_consolidation,0.23,NY,RENT,7968.75,660-664,19.00,19607.00,1.00,10+ years
28315,2000.00,2000.00,0.17,36 months,other,0.03,NJ,RENT,2750,675-679,3.00,3247.00,2.00,2 years
50956,10500.00,10500.00,0.18,36 months,debt_consolidation,0.12,GA,MORTGAGE,8750,660-664,15.00,9984.00,3.00,8 years
39482,5000.00,5000.00,0.12,36 months,debt_consolidation,0.24,SC,RENT,2500,695-699,8.00,7980.00,2.00,2 years
51829,8000.00,8000.00,0.08,36 months,wedding,0.22,CA,RENT,5166.67,725-729,5.00,0.00,0.00,1 year
80359,30000.00,30000.00,0.12,60 months,debt_consolidation,0.11,MA,MORTGAGE,5833.33,750-754,8.00,10787.00,0.00,10+ years
90912,14400.00,14400.00,0.18,36 months,credit_card,0.33,FL,RENT,5166.67,665-669,14.00,11089.00,2.00,4 years
20709,5650.00,5650.00,0.08,36 months,debt_consolidation,0.16,GA,MORTGAGE,5100,700-704,6.00,9863.00,0.00,1 year
19859,6500.00,6500.00,0.11,36 months,credit_card,0.14,WY,MORTGAGE,2253,680-684,11.00,7558.00,1.00,2 years
8424,20000.00,19796.41,0.11,36 months,debt_consolidation,0.08,PA,MORTGAGE,15416.67,710-714,10.00,46501.00,0.00,10+ years
94981,4000.00,4000.00,0.14,36 months,debt_consolidation,0.03,KS,MORTGAGE,2916.67,750-754,2.00,2476.00,0.00,10+ years
57080,12000.00,12000.00,0.12,36 months,debt_consolidation,0.19,VA,RENT,5833.33,690-694,16.00,18838.00,0.00,10+ years
56778,18225.00,18225.00,0.16,60 months,credit_card,0.23,PA,RENT,3166.67,710-714,7.00,12233.00,2.00,4 years
10006,16800.00,10075.00,0.11,60 months,debt_consolidation,0.13,MN,MORTGAGE,5416.67,730-734,10.00,7258.00,3.00,3 years
92016,10500.00,10500.00,0.14,36 months,debt_consolidation,0.20,FL,MORTGAGE,5666.67,670-674,7.00,11301.00,0.00,10+ years
17731,4000.00,3975.00,0.15,36 months,moving,0.22,CA,RENT,5600,680-684,8.00,7900.00,1.00,5 years
7967,7000.00,7000.00,0.07,36 months,credit_card,0.05,MN,MORTGAGE,3807.64,760-764,7.00,7196.00,0.00,5 years
59388,5000.00,5000.00,0.11,36 months,credit_card,0.18,OH,RENT,4665.83,690-694,21.00,4677.00,0.00,4 years
41741,10000.00,10000.00,0.12,36 months,credit_card,0.21,FL,OWN,3333.33,690-694,8.00,7579.00,0.00,1 year
57199,6500.00,6500.00,0.12,36 months,credit_card,0.25,TX,OWN,3500,680-684,7.00,6948.00,0.00,1 year
39115,6000.00,5975.00,0.09,36 months,debt_consolidation,0.17,NJ,RENT,6996.17,700-704,12.00,6252.00,0.00,10+ years
32517,5600.00,5600.00,0.07,36 months,wedding,0.07,NC,MORTGAGE,5833.33,750-754,8.00,8125.00,1.00,2 years
78960,11000.00,11000.00,0.12,36 months,debt_consolidation,0.06,CA,MORTGAGE,4583.33,695-699,11.00,12361.00,0.00,10+ years
61720,10000.00,10000.00,0.12,36 months,credit_card,0.23,MA,RENT,3083.33,690-694,14.00,13638.00,0.00,3 years
91073,18000.00,18000.00,0.10,36 months,debt_consolidation,0.26,SC,MORTGAGE,5925,710-714,14.00,23378.00,0.00,10+ years
84215,30000.00,30000.00,0.21,36 months,credit_card,0.17,MD,MORTGAGE,12500,670-674,14.00,19096.00,2.00,9 years
10825,8800.00,8799.04,0.10,60 months,credit_card,0.22,IL,RENT,3750,750-754,11.00,18694.00,1.00,2 years
48519,6400.00,6400.00,0.13,36 months,credit_card,0.11,LA,MORTGAGE,4666.67,700-704,7.00,8942.00,1.00,10+ years
80302,16800.00,16800.00,0.08,60 months,debt_consolidation,0.03,FL,MORTGAGE,10666.67,815-819,7.00,4757.00,0.00,10+ years
62778,4800.00,4775.00,0.08,36 months,debt_consolidation,0.14,CA,RENT,6333.33,720-724,6.00,1782.00,0.00,1 year
17370,12000.00,10928.83,0.06,36 months,home_improvement,0.02,GA,MORTGAGE,8000,765-769,12.00,5193.00,0.00,2 years
93723,10000.00,10000.00,0.14,36 months,debt_consolidation,0.13,FL,MORTGAGE,7916.67,670-674,11.00,8271.00,3.00,6 years
35299,6000.00,6000.00,0.12,36 months,other,0.21,MI,RENT,3100,685-689,18.00,10426.00,0.00,2 years
23377,30000.00,17982.94,0.18,60 months,wedding,0.24,NY,RENT,5632.33,690-694,10.00,24217.00,0.00,5 years
65600,5000.00,5000.00,0.14,36 months,credit_card,0.29,CO,RENT,2750,690-694,14.00,5957.00,2.00,3 years
54229,6000.00,6000.00,0.12,36 months,debt_consolidation,0.16,NM,RENT,1312.08,675-679,7.00,12475.00,0.00,1 year
18161,8000.00,8000.00,0.14,36 months,home_improvement,0.08,IL,RENT,25000,675-679,6.00,28579.00,1.00,8 years
103874,10000.00,10000.00,0.14,60 months,other,0.15,MO,RENT,3916.67,710-714,9.00,5188.00,4.00,4 years
26033,1600.00,1600.00,0.13,36 months,debt_consolidation,0.12,CA,RENT,3200,670-674,5.00,1214.00,0.00,6 years
86953,10000.00,10000.00,0.14,36 months,major_purchase,0.10,CO,RENT,4583.33,675-679,6.00,3859.00,0.00,< 1 year
29365,12000.00,12000.00,0.14,60 months,debt_consolidation,0.13,CT,RENT,4166.67,715-719,8.00,2316.00,1.00,3 years
55177,8000.00,8000.00,0.14,36 months,other,0.24,NJ,RENT,2791.67,685-689,5.00,27151.00,0.00,< 1 year
34627,4000.00,4000.00,0.13,36 months,major_purchase,0.03,CA,RENT,1600,730-734,3.00,1295.00,3.00,< 1 year
62057,24375.00,24375.00,0.13,36 months,debt_consolidation,0.11,NV,OWN,10416.67,705-709,11.00,19981.00,0.00,6 years
62127,10000.00,10000.00,0.12,36 months,debt_consolidation,0.18,CA,RENT,9000,695-699,18.00,20317.00,0.00,7 years
98980,7000.00,7000.00,0.16,36 months,credit_card,0.25,TX,MORTGAGE,3833.33,680-684,20.00,18792.00,3.00,3 years
82476,10000.00,10000.00,0.14,36 months,debt_consolidation,0.11,CA,RENT,2916.67,690-694,9.00,10390.00,3.00,< 1 year
35460,10000.00,10000.00,0.12,36 months,debt_consolidation,0.06,NY,RENT,4333.33,685-689,8.00,7072.00,0.00,10+ years
82419,12000.00,12000.00,0.14,36 months,debt_consolidation,0.28,KY,MORTGAGE,3333.33,670-674,11.00,10727.00,0.00,10+ years
103801,4000.00,4000.00,0.17,60 months,debt_consolidation,0.16,WI,MORTGAGE,4721,685-689,18.00,11319.00,7.00,10+ years
76286,17000.00,17000.00,0.13,36 months,debt_consolidation,0.15,CO,MORTGAGE,10666.67,720-724,18.00,26539.00,1.00,10+ years
27575,15000.00,15000.00,0.07,36 months,medical,0.07,MO,MORTGAGE,9083.33,810-814,12.00,1410.00,0.00,10+ years
36061,4800.00,4800.00,0.12,36 months,moving,0.05,NY,RENT,3500,690-694,8.00,5093.00,0.00,5 years
78139,35000.00,35000.00,0.22,60 months,credit_card,0.15,NY,RENT,9166.67,695-699,12.00,37424.00,0.00,3 years
62270,10000.00,10000.00,0.13,36 months,credit_card,0.19,UT,MORTGAGE,4958.33,710-714,9.00,24598.00,1.00,2 years
58433,3500.00,3500.00,0.08,36 months,other,0.02,IL,MORTGAGE,7500,765-769,4.00,6944.00,0.00,9 years
2823,25000.00,3925.00,0.17,36 months,debt_consolidation,0.18,NJ,RENT,8000,680-684,11.00,39502.00,0.00,10+ years
71249,.,12000.00,0.10,36 months,debt_consolidation,0.27,VA,MORTGAGE,5000,710-714,12.00,10490.00,0.00,7 years
19598,9600.00,9600.00,0.14,36 months,credit_card,0.19,NY,OWN,5416.67,670-674,21.00,16278.00,1.00,8 years
84738,7750.00,7750.00,0.06,36 months,debt_consolidation,0.22,CO,RENT,4766.67,780-784,14.00,4667.00,3.00,6 years
89012,5000.00,5000.00,0.16,36 months,debt_consolidation,0.26,NC,RENT,6612,665-669,6.00,14283.00,0.00,10+ years
78680,8000.00,8000.00,0.15,36 months,other,0.19,CO,OWN,3083.33,680-684,14.00,1669.00,2.00,4 years
35991,35000.00,34977.35,0.22,60 months,house,0.14,CA,RENT,20833.33,675-679,12.00,79792.00,0.00,6 years
79948,6625.00,6625.00,0.18,36 months,debt_consolidation,0.12,CA,RENT,10268.25,660-664,9.00,3563.00,0.00,2 years
86599,25000.00,25000.00,0.14,36 months,credit_card,0.15,CA,MORTGAGE,10000,695-699,16.00,46708.00,0.00,10+ years
49782,15000.00,15000.00,0.14,36 months,debt_consolidation,0.13,MI,MORTGAGE,3500,705-709,7.00,13036.00,1.00,10+ years
5906,12800.00,12787.71,0.09,36 months,debt_consolidation,0.00,AZ,MORTGAGE,2833.33,815-819,7.00,306.00,0.00,4 years
50339,7000.00,6950.00,0.06,36 months,debt_consolidation,0.08,FL,OWN,2750,760-764,8.00,10860.00,0.00,4 years
3079,20800.00,13796.59,0.12,36 months,credit_card,0.17,TX,MORTGAGE,5833.33,750-754,11.00,14337.00,0.00,10+ years
65957,7275.00,7275.00,0.08,36 months,debt_consolidation,0.25,CA,RENT,7000,720-724,13.00,8532.00,0.00,4 years
96928,4000.00,4000.00,0.11,36 months,debt_consolidation,0.12,WA,MORTGAGE,6666.67,670-674,7.00,7153.00,0.00,5 years
30378,6000.00,6000.00,0.17,36 months,moving,0.02,MD,RENT,4416.67,665-669,3.00,2426.00,2.00,8 years
32310,25200.00,24999.92,0.20,60 months,debt_consolidation,0.15,PA,MORTGAGE,7166.67,690-694,11.00,28481.00,0.00,4 years
2947,6000.00,5546.81,0.12,36 months,other,0.19,NY,RENT,7250,725-729,6.00,42987.00,1.00,10+ years
38576,6000.00,6000.00,0.12,36 months,major_purchase,0.17,NJ,RENT,3500,675-679,8.00,.,0.00,5 years
62996,19000.00,19000.00,0.20,60 months,credit_card,0.20,NY,RENT,4500,680-684,13.00,11388.00,1.00,3 years
47705,8000.00,7925.00,0.07,36 months,credit_card,0.22,IL,MORTGAGE,3666.67,745-749,11.00,17907.00,1.00,10+ years
100662,9450.00,9450.00,0.12,36 months,credit_card,0.12,IL,MORTGAGE,4666.67,690-694,13.00,17639.00,2.00,10+ years
93296,12000.00,12000.00,0.10,36 months,home_improvement,0.08,MA,MORTGAGE,6250,720-724,9.00,11626.00,0.00,< 1 year
82729,12000.00,12000.00,0.10,36 months,debt_consolidation,0.12,CA,RENT,8054.5,710-714,13.00,14986.00,0.00,10+ years
92773,8000.00,8000.00,0.13,36 months,debt_consolidation,0.19,AK,RENT,2625,725-729,8.00,7554.00,1.00,5 years
41195,6575.00,6575.00,0.09,36 months,debt_consolidation,0.04,FL,MORTGAGE,7500,710-714,5.00,6670.00,0.00,8 years
97449,35000.00,35000.00,0.22,60 months,debt_consolidation,0.19,FL,OWN,9583.33,660-664,9.00,14184.00,1.00,n/a
66424,9050.00,9050.00,0.13,36 months,credit_card,0.21,MI,MORTGAGE,5166.67,700-704,.,7571.00,1.00,7 years
27919,1800.00,1800.00,0.11,36 months,debt_consolidation,0.17,WY,MORTGAGE,4250,695-699,11.00,26267.00,0.00,10+ years
51025,32400.00,NA,0.12,60 months,home_improvement,0.01,CA,MORTGAGE,8750,790-794,4.00,7.00,0.00,5 years
46016,28000.00,27950.00,0.23,60 months,debt_consolidation,0.10,LA,MORTGAGE,6125,675-679,11.00,18101.00,2.00,5 years
54076,5400.00,5400.00,0.14,36 months,debt_consolidation,0.15,CA,RENT,1666.67,680-684,6.00,2533.00,0.00,4 years
14952,7200.00,7100.00,0.10,60 months,major_purchase,0.18,PA,RENT,3000,750-754,7.00,2753.00,1.00,2 years
93742,10000.00,10000.00,0.14,36 months,debt_consolidation,0.06,LA,RENT,8750,660-664,14.00,11394.00,0.00,3 years
70648,8000.00,8000.00,0.14,36 months,debt_consolidation,0.20,CO,MORTGAGE,5292,695-699,13.00,8903.00,1.00,n/a
35351,4000.00,4000.00,0.13,36 months,major_purchase,0.01,CA,RENT,9583.33,705-709,8.00,5304.00,1.00,2 years
16577,8000.00,7950.00,0.06,36 months,home_improvement,0.20,FL,OWN,5833.33,770-774,8.00,0.00,0.00,3 years
14887,24000.00,23568.65,0.08,36 months,credit_card,0.14,AZ,MORTGAGE,11666.67,785-789,10.00,33122.00,0.00,4 years
66550,6000.00,6000.00,0.15,36 months,debt_consolidation,0.16,NC,MORTGAGE,7500,670-674,10.00,5263.00,1.00,3 years
12277,10000.00,9725.00,0.08,36 months,debt_consolidation,0.19,MA,MORTGAGE,4300,760-764,15.00,24413.00,1.00,10+ years
24085,12500.00,12425.00,0.07,36 months,debt_consolidation,0.14,MD,RENT,8237.5,730-734,15.00,13261.00,0.00,6 years
34551,10500.00,10500.00,0.07,36 months,medical,0.16,OK,MORTGAGE,4853.33,760-764,9.00,2816.00,1.00,3 years
76797,32550.00,32550.00,0.07,36 months,debt_consolidation,0.09,IL,MORTGAGE,9166.67,805-809,9.00,2670.00,0.00,10+ years
103622,6000.00,6000.00,0.17,60 months,home_improvement,0.18,VA,MORTGAGE,13625,675-679,10.00,26688.00,4.00,10+ years
79725,20000.00,20000.00,0.18,36 months,debt_consolidation,0.13,FL,MORTGAGE,13583.33,675-679,17.00,30679.00,1.00,< 1 year
69741,6000.00,6000.00,0.13,36 months,credit_card,0.05,NY,RENT,2625,690-694,5.00,4299.00,1.00,10+ years
72641,14000.00,14000.00,0.14,36 months,small_business,0.28,CA,RENT,9166.67,695-699,17.00,18813.00,3.00,8 years
97275,16000.00,16000.00,0.13,36 months,credit_card,0.18,GA,MORTGAGE,6083.33,680-684,13.00,15148.00,0.00,2 years
